,State Case,Weather,Light_Type,Clear,"Fog, Smog, Smoke",Weather Not Reported,Rain,Snow,Dark,Dawn/Dusk,Daylight
60,10062,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61,10063,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,10064,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,10065,"Fog, Smog, Smoke",Dark,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
64,10066,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65,10067,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
66,10068,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67,10069,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,10070,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,10071,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,10072,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71,10073,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,10074,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73,10075,Not Reported,Dark,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
74,10076,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75,10077,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76,10078,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,10079,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,10080,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,10081,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,10082,Clear,Dawn/Dusk,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81,10083,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,10084,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,10085,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,10086,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
85,10087,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,10088,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,10089,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
88,10090,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89,10091,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,10092,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
91,10093,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92,10094,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
93,10095,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94,10096,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
95,10097,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96,10098,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
97,10099,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98,10100,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99,10101,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,10102,Clear,Dawn/Dusk,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101,10103,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102,10104,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,10105,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,10106,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105,10107,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
106,10108,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
107,10109,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108,10110,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109,10111,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,10112,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,10113,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112,10114,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
113,10115,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,10116,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115,10117,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116,10118,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
117,10119,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,10120,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
119,10121,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,10122,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
121,10123,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122,10124,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,10125,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
124,10126,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
125,10127,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
126,10128,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
127,10129,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
128,10130,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129,10131,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
130,10132,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
131,10133,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
132,10134,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
133,10135,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
134,10136,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,10137,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,10138,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
137,10139,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
138,10140,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
139,10141,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,10142,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,10143,Rain,Daylight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
142,10144,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
143,10145,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
144,10146,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
145,10147,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146,10148,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
147,10149,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
148,10150,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,10151,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
150,10152,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,10153,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
152,10154,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
153,10155,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
154,10156,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
155,10157,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156,10158,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157,10159,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
158,10160,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159,10161,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160,10162,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
161,10163,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
162,10164,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
163,10165,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
164,10166,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
165,10167,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
166,10168,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
167,10169,Clear,Dawn/Dusk,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
168,10170,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
169,10171,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,10172,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
171,10173,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
172,10174,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
173,10175,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
174,10176,Not Reported,Dark,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
175,10177,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
176,10178,Clear,Dawn/Dusk,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
177,10179,Rain,Daylight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
178,10180,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
179,10181,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180,10182,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,10183,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
182,10184,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183,10185,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,10186,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,10187,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
186,10188,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
187,10189,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
188,10190,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
189,10191,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190,10192,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
191,10193,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
192,10194,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
193,10195,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
194,10196,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,10197,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196,10198,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
197,10199,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
198,10200,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199,10201,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200,10202,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201,10203,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
202,10204,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
203,10205,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204,10206,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
205,10207,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
206,10208,Rain,Daylight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
207,10209,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
208,10210,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
209,10211,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210,10212,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
211,10213,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212,10214,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
213,10215,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
214,10216,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,10217,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,10218,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217,10219,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,10220,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
219,10221,Rain,Daylight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
220,10222,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
221,10223,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
222,10224,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
223,10225,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
224,10226,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
225,10227,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
226,10228,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
227,10229,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228,10230,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,10231,Rain,Daylight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
230,10232,Rain,Daylight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
231,10233,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
232,10234,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
233,10235,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234,10236,"Fog, Smog, Smoke",Dark,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
235,10237,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
236,10238,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,10239,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,10240,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
239,10241,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
240,10242,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
241,10243,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
242,10244,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
243,10245,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
244,10246,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,10247,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
246,10248,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
247,10249,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,10250,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
249,10251,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
250,10252,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
251,10253,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
252,10254,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
253,10255,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
254,10256,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
255,10257,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
256,10258,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
257,10259,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
258,10260,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
259,10261,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260,10262,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
261,10263,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262,10264,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
263,10265,Clear,Dawn/Dusk,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
264,10266,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
265,10267,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
266,10268,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
267,10269,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
268,10270,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
269,10271,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
270,10272,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
271,10273,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
272,10274,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
273,10275,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
274,10276,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
275,10277,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
276,10278,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
277,10279,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
278,10280,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
279,10281,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
280,10282,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
281,10283,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
282,10284,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
283,10285,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
284,10286,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
285,10287,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
286,10288,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
287,10289,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
288,10290,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
289,10291,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
290,10292,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291,10293,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292,10294,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
293,10295,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
294,10296,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
295,10297,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296,10298,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
297,10299,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
298,10300,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
299,10301,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
300,10302,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
301,10303,Rain,Dawn/Dusk,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
302,10304,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
303,10305,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
304,10306,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
305,10307,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
306,10308,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
307,10309,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
308,10310,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
309,10311,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
310,10312,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
311,10313,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
312,10314,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
313,10315,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
314,10316,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
315,10317,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
316,10318,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
317,10319,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
318,10320,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
319,10321,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
320,10322,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
321,10323,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
322,10324,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
323,10325,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
324,10326,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
325,10327,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
326,10328,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327,10329,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
328,10330,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
329,10331,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
330,10332,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
331,10333,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
332,10334,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
333,10335,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
334,10336,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
335,10337,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
336,10338,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
337,10339,Clear,Dawn/Dusk,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
338,10340,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
339,10341,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
341,10343,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
342,10344,Clear,Dark,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
343,10345,Clear,Dawn/Dusk,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
344,10346,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
345,10347,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
346,10348,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
347,10349,Clear,Dark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
348,10350,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
349,10351,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
350,10352,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
351,10353,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
352,10354,Clear,Dark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
353,10355,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
354,10356,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
355,10357,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
356,10358,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
357,10359,Clear,Dark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
358,10360,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
359,10361,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
360,10362,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
361,10363,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
362,10364,Clear,Dark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
363,10365,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
364,10366,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
