,State Case,Clear,"Fog, Smog, Smoke",Weather Not Reported,Rain,Snow,Dark,Dawn/Dusk,Daylight
374,10376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
375,10377,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
376,10378,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
377,10379,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
378,10380,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
379,10381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
380,10382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
381,10383,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
382,10384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
383,10385,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
384,10386,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
385,10387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
386,10388,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
387,10389,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
388,10390,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
389,10391,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
390,10392,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
391,10393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
392,10394,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
393,10395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
394,10396,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
395,10397,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
396,10398,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
397,10399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
398,10400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
399,10401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400,10402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
401,10403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402,10404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
403,10405,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
404,10406,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
405,10407,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
406,10408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
407,10409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
408,10410,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
409,10411,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
410,10412,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
411,10413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
412,10414,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
413,10415,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
414,10416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415,10417,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
416,10418,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
417,10419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
418,10420,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
419,10421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
420,10422,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
422,10424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
423,10425,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
424,10426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
425,10427,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
426,10428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
427,10429,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
428,10430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
429,10431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
430,10432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
431,10433,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
432,10434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
433,10435,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
434,10436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
435,10437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
436,10438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
437,10439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
438,10440,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
439,10441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
440,10442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
441,10443,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
442,10444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
443,10445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
444,10446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
445,10447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
446,10448,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
447,10449,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
448,10450,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
449,10451,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
450,10452,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
451,10453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
452,10454,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
453,10455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
454,10456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
455,10457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
456,10458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
457,10459,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
458,10460,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
459,10461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
460,10462,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
461,10463,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
463,10465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
464,10466,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
465,10467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
466,10468,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
467,10469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
468,10470,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
469,10471,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
470,10472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
471,10473,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
472,10474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
473,10475,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
474,10476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
475,10477,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
476,10478,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
477,10479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
478,10480,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
479,10481,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
480,10482,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
481,10483,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
482,10484,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
483,10485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
484,10486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
485,10487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
486,10488,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
487,10489,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
488,10490,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
489,10491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
490,10492,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
491,10493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
492,10494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
493,10495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
494,10496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
495,10497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
496,10498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
497,10499,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
498,10500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
499,10501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
500,10502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
501,10503,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
502,10504,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
503,10505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
504,10506,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
505,10507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
506,10508,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
507,10509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
508,10510,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
509,10511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
510,10512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
511,10513,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
512,10514,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
513,10515,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
514,10516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
515,10517,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
516,10518,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
517,10519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
518,10520,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
519,10521,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
520,10522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
521,10523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
522,10524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
523,10525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
524,10526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
525,10527,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
526,10528,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
527,10529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
528,10530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
529,10531,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
530,10532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
531,10533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
532,10534,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
533,10535,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
534,10536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
535,10537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
536,10538,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
537,10539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
538,10540,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
539,10541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
540,10542,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
541,10543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
542,10544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543,10545,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
544,10546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
545,10547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
546,10548,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
547,10549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
548,10550,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
549,10551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
550,10552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
551,10553,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
552,10554,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
553,10555,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
554,10556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
555,10557,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
556,10558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
557,10559,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
558,10560,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
559,10561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
560,10562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
561,10563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
562,10564,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
563,10565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
564,10566,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
565,10567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
566,10568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
567,10569,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
568,10570,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
569,10571,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
570,10572,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
571,10573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
572,10574,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
573,10575,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
574,10576,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
575,10577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
576,10578,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
577,10579,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
578,10580,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
579,10581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
580,10582,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
581,10583,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
582,10584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
583,10585,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
584,10586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
585,10587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
586,10588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
587,10589,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
588,10590,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
589,10591,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
590,10592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
591,10593,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
592,10594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
593,10595,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
594,10596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
595,10597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
596,10598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
597,10599,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
598,10600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
599,10601,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
600,10602,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
601,10603,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
602,10604,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
603,10605,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
604,10606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
605,10607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
606,10608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
607,10609,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
608,10610,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
610,10612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
611,10613,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
612,10614,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
613,10615,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
614,10616,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
615,10617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
616,10618,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
617,10619,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
618,10620,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
619,10621,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
620,10622,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
621,10623,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
622,10624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
623,10625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
624,10626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
625,10627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
626,10628,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
627,10629,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
628,10630,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
629,10631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
630,10632,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
631,10633,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
632,10634,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
633,10635,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
634,10636,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
635,10637,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
636,10638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
637,10639,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
638,10640,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
639,10641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
640,10642,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
641,10643,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
642,10644,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
643,10645,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
644,10646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
645,10647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
646,10648,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
647,10649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
648,10650,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
649,10651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
650,10652,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
651,10653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
652,10654,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
653,10655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
654,10656,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
655,10657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
657,10659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
658,10660,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
659,10661,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
660,10662,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
661,10663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
662,10664,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
663,10665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
664,10666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
665,10667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
666,10668,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
667,10669,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
668,10670,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
669,10671,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
670,10672,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
671,10673,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
672,10674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
673,10675,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
674,10676,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
675,10677,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
676,10678,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
677,10679,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
678,10680,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
679,10681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
680,10682,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
681,10683,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
682,10684,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
683,10685,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
684,10686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
685,10687,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
686,10688,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
687,10689,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
688,10690,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
689,10691,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
690,10692,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
691,10693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
692,10694,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
693,10695,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
694,10696,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
695,10697,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
696,10698,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
697,10699,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
698,10700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
699,10701,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
700,10702,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
701,10703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
702,10704,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
703,10705,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
704,10706,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
705,10707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
706,10708,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
707,10709,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
708,10710,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
709,10711,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
710,10712,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
711,10713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
712,10714,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
713,10715,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
714,10716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
715,10717,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
716,10718,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
717,10719,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
718,10720,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
719,10721,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
720,10722,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
721,10723,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
722,10724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
723,10725,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
724,10726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
725,10727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
726,10728,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
727,10729,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
728,10730,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
729,10731,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
730,10732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
731,10733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
732,10734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
733,10735,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
734,10736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
736,10738,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
737,10739,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
738,10740,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
739,10741,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
740,10742,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
741,10743,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
742,10744,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
743,10745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
744,10746,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
745,10747,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
