,State Case,Age,Sex,Drinking_Involvement,Drugs_involvement,Injury_Severity,Race_Involvement,Rollover,Case Year,Weather,Light_Type,Clear,"Fog, Smog, Smoke",Weather Not Reported,Rain,Snow,Dark,Dawn/Dusk,Daylight
209,10046,59,2,0,0,4,1,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210,10046,61,1,0,0,2,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
211,10210,60,2,0,0,4,1,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212,10268,61,2,0,0,3,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
213,10127,61,2,2,2,4,1,0,2014,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
214,10245,62,1,0,0,2,0,0,2014,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
215,10664,62,1,0,0,3,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
216,10076,62,1,1,2,4,1,1,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217,10179,62,2,0,0,3,0,0,2014,Rain,Daylight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
218,10179,65,2,0,0,4,1,0,2014,Rain,Daylight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
219,10564,62,2,0,0,4,1,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
220,10307,63,1,0,0,1,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
221,10307,70,1,2,2,4,1,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,10388,63,1,0,2,2,0,1,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
223,10111,63,1,0,0,4,1,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,10441,63,2,0,0,2,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
225,10448,63,2,0,0,3,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226,10607,63,2,0,0,4,1,0,2014,Clear,Dawn/Dusk,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
227,10607,66,2,0,0,1,0,0,2014,Clear,Dawn/Dusk,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
228,10358,64,1,0,0,2,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
229,10679,64,1,0,0,3,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
230,10597,64,1,0,0,4,1,1,2014,Rain,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
231,10249,64,2,0,0,3,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
232,10654,64,2,0,0,4,1,0,2014,Clear,Daylight,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
233,10654,67,2,0,0,2,0,0,2014,Clear,Daylight,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
234,10514,65,1,1,2,3,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
235,10707,65,1,2,2,4,1,1,2014,Clear,Dark,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
236,10721,65,2,0,0,1,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
237,10203,66,1,1,2,4,1,0,2014,Clear,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
238,10187,66,2,0,0,4,1,0,2014,Rain,Dark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
239,10670,67,1,0,0,1,0,1,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
240,10495,67,1,2,2,4,1,0,2014,Clear,Dawn/Dusk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
241,10544,67,2,2,2,4,1,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
242,10059,68,1,0,0,2,0,0,2014,Snow,Daylight,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
243,10301,68,1,0,0,4,1,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,10037,68,2,0,0,3,0,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,10262,68,2,0,0,4,1,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
246,10139,69,1,0,0,4,1,0,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
247,10708,70,2,0,0,4,1,1,2014,Clear,Daylight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
